,COUNTRY_ID,variable,value
2172,LAO,2001,0.47200000000000003
2173,,2001,0.745
2174,LBN,2001,
2175,,2001,0.461
2176,LBR,2001,0.377
2177,,2001,0.731
2178,,2001,0.868
2179,,2001,0.768
2180,,2001,0.861
2181,MDG,2001,0.462
2182,,2001,0.4
2183,MYS,2001,0.723
2184,MDV,2001,0.61
2185,,2001,0.321
2186,MLT,2001,0.7879999999999999
2187,MHL,2001,
2188,,2001,0.442
2189,MUS,2001,0.682
2190,MEX,2001,0.705
2191,,2001,0.5579999999999999
2192,,2001,0.607
2193,,2001,0.6
2194,MNE,2001,
2195,,2001,0.541
2196,MOZ,2001,0.311
2197,MMR,2001,0.44
2198,,2001,0.557
2199,NPL,2001,0.447
2200,NLD,2001,0.879
2201,NZL,2001,0.873
2202,NIC,2001,0.5770000000000001
2203,,2001,0.258
2204,NGA,2001,
2205,,2001,0.9159999999999999
2206,,2001,0.716
2207,PAK,2001,0.457
2208,,2001,0.747
2209,,2001,
2210,PAN,2001,0.722
2211,GIN,2001,0.456
2212,PRY,2001,0.632
2213,PER,2001,0.6859999999999999
2214,PHL,2001,0.628
2215,,2001,0.7909999999999999
2216,,2001,0.79
2217,,2001,0.8109999999999999
2218,ROU,2001,0.715
2219,RUS,2001,0.727
2220,,2001,0.345
2221,KNA,2001,
2222,LCA,2001,0.687
2223,VCT,2001,0.677
2224,WSM,2001,0.654
2225,,2001,0.496
2226,SAU,2001,0.746
2227,SEN,2001,0.395
2228,SRB,2001,0.716
2229,SYC,2001,0.7140000000000001
2230,SLE,2001,0.299
2231,SGP,2001,0.8220000000000001
2232,SVK,2001,0.764
2233,SVN,2001,0.835
2234,SLB,2001,0.455
2235,ZAF,2001,0.61
2236,SDN,2001,
2237,ESP,2001,0.828
2238,LKA,2001,0.691
2239,SDN,2001,0.408
2240,SUR,2001,
2241,,2001,0.9
2242,CHE,2001,0.8909999999999999
2243,,2001,0.597
2244,,2001,0.5579999999999999
2245,,2001,0.40299999999999997
2246,THA,2001,0.657
2247,,2001,0.6729999999999999
2248,TLS,2001,0.513
2249,,2001,0.426
2250,TON,2001,0.677
2251,TTO,2001,0.721
2252,,2001,0.6609999999999999
2253,TUR,2001,0.662
2254,,2001,
2255,UGA,2001,0.406
2256,,2001,0.6809999999999999
2257,,2001,0.8029999999999999
2258,,2001,0.871
2259,,2001,0.887
2260,URY,2001,0.746
2261,,2001,0.602
2262,VUT,2001,
2263,VEN,2001,0.68
2264,VNM,2001,0.5870000000000001
2265,YEM,2001,0.45
2266,ZMB,2001,0.44
2267,ZWE,2001,0.442
2268,AFG,2002,0.373
2269,ALB,2002,0.682
2270,DZA,2002,0.664
2271,,2002,0.78
2272,AGO,2002,0.418
2273,ATG,2002,
2274,ARG,2002,0.769
2275,,2002,0.6629999999999999
2276,AUS,2002,0.903
2277,AUT,2002,0.838
2278,,2002,0.657
2279,BHS,2002,0.7809999999999999
2280,,2002,0.7909999999999999
2281,BGD,2002,0.483
2282,BRB,2002,0.754
2283,,2002,0.696
2284,BEL,2002,0.879
2285,BLZ,2002,0.685
2286,BEN,2002,0.419
2287,BTN,2002,
2288,BOL,2002,0.617
2289,BIH,2002,0.6829999999999999
2290,,2002,0.5660000000000001
2291,BRA,2002,0.698
2292,BRN,2002,0.823
2293,BGR,2002,0.7290000000000001
2294,BFA,2002,0.29600000000000004
2295,,2002,0.31
2296,,2002,0.585
2297,KHM,2002,0.45299999999999996
2298,CMR,2002,0.451
2299,CAN,2002,0.877
2300,CAF,2002,0.312
2301,,2002,0.311
2302,,2002,0.768
2303,CHN,2002,0.611
2304,COL,2002,0.6579999999999999
2305,COM,2002,
2306,COG,2002,0.49700000000000005
2307,COG,2002,0.34
2308,CRI,2002,0.7170000000000001
2309,HRV,2002,0.7659999999999999
2310,CUB,2002,0.6940000000000001
2311,,2002,0.816
2312,,2002,0.813
2313,CIV,2002,0.39899999999999997
2314,,2002,0.883
2315,DJI,2002,0.37799999999999995
2316,DMA,2002,0.696
2317,DOM,2002,0.664
2318,,2002,0.679
2319,,2002,0.62
2320,SLV,2002,0.628
2321,GIN,2002,0.525
2322,,2002,
2323,,2002,0.799
2324,,2002,0.455
2325,,2002,0.306
2326,FJI,2002,0.6890000000000001
2327,,2002,0.867
2328,FRA,2002,0.853
2329,GAB,2002,0.639
2330,GMB,2002,0.397
2331,GEO,2002,0.684
2332,DEU,2002,0.883
2333,GHA,2002,0.489
2334,GRC,2002,0.818
2335,GRD,2002,0.7020000000000001
2336,GTM,2002,0.56
2337,GIN,2002,0.345
2338,GIN,2002,
2339,GUY,2002,0.609
2340,HTI,2002,0.446
2341,HND,2002,0.563
2342,HKG,2002,0.8420000000000001
2343,,2002,0.784
2344,,2002,0.875
2345,IND,2002,0.504
2346,IDN,2002,0.618
2347,,2002,0.6829999999999999
2348,,2002,0.616
2349,,2002,0.871
2350,ISR,2002,0.865
2351,ITA,2002,0.8420000000000001
2352,JAM,2002,0.677
2353,JPN,2002,0.862
2354,,2002,0.713
2355,,2002,0.713
2356,KEN,2002,0.456
2357,KIR,2002,0.5660000000000001
2358,,2002,0.8320000000000001
2359,,2002,0.7879999999999999
2360,,2002,0.604
2361,LAO,2002,0.48
2362,,2002,0.76
2363,LBN,2002,
2364,,2002,0.45799999999999996
2365,LBR,2002,0.374
2366,,2002,0.735
2367,,2002,0.873
2368,,2002,0.779
2369,,2002,0.863
2370,MDG,2002,0.457
2371,,2002,0.37
2372,MYS,2002,0.725
2373,MDV,2002,0.615
2374,,2002,0.33
2375,MLT,2002,0.792
2376,MHL,2002,
2377,,2002,0.449
2378,MUS,2002,0.687
2379,MEX,2002,0.71
2380,,2002,0.564
2381,,2002,0.617
2382,,2002,0.609
2383,MNE,2002,
2384,,2002,0.552
2385,MOZ,2002,0.318
2386,MMR,2002,0.449
2387,,2002,0.5539999999999999
2388,NPL,2002,0.457
2389,NLD,2002,0.878
2390,NZL,2002,0.8809999999999999
2391,NIC,2002,0.583
2392,,2002,0.263
2393,NGA,2002,
2394,,2002,0.9179999999999999
2395,,2002,0.725
2396,PAK,2002,0.465
2397,,2002,0.7509999999999999
2398,,2002,
2399,PAN,2002,0.728
2400,GIN,2002,0.462
2401,PRY,2002,0.642
2402,PER,2002,0.687
2403,PHL,2002,0.633
2404,,2002,0.799
2405,,2002,0.792
2406,,2002,0.816
2407,ROU,2002,0.7240000000000001
2408,RUS,2002,0.732
2409,,2002,0.361
2410,KNA,2002,
2411,LCA,2002,0.6890000000000001
2412,VCT,2002,0.682
2413,WSM,2002,0.659
2414,,2002,0.499
2415,SAU,2002,0.748
2416,SEN,2002,0.4
2417,SRB,2002,0.72
2418,SYC,2002,0.716
2419,SLE,2002,0.315
2420,SGP,2002,0.83
2421,SVK,2002,0.7709999999999999
2422,SVN,2002,0.843
2423,SLB,2002,0.462
2424,ZAF,2002,0.617
2425,SDN,2002,
2426,ESP,2002,0.83
2427,LKA,2002,0.6970000000000001
2428,SDN,2002,0.414
2429,SUR,2002,
2430,,2002,0.902
2431,CHE,2002,0.8909999999999999
2432,,2002,0.6
2433,,2002,0.568
2434,,2002,0.413
2435,THA,2002,0.6659999999999999
2436,,2002,0.679
2437,TLS,2002,0.523
2438,,2002,0.42700000000000005
2439,TON,2002,0.6829999999999999
2440,TTO,2002,0.728
2441,,2002,0.6659999999999999
2442,TUR,2002,0.672
2443,,2002,
2444,UGA,2002,0.42100000000000004
2445,,2002,0.6890000000000001
2446,,2002,0.8079999999999999
2447,,2002,0.8740000000000001
2448,,2002,0.889
2449,URY,2002,0.747
2450,,2002,0.609
2451,VUT,2002,
2452,VEN,2002,0.688
2453,VNM,2002,0.595
2454,YEM,2002,0.456
2455,ZMB,2002,0.449
2456,ZWE,2002,0.435
2457,AFG,2003,0.38299999999999995
2458,ALB,2003,0.6890000000000001
2459,DZA,2003,0.674
2460,,2003,0.82
2461,AGO,2003,0.429
2462,ATG,2003,
2463,ARG,2003,0.775
2464,,2003,0.672
2465,AUS,2003,0.904
2466,AUT,2003,0.8420000000000001
2467,,2003,0.6659999999999999
2468,BHS,2003,0.782
2469,,2003,0.7929999999999999
2470,BGD,2003,0.49
2471,BRB,2003,0.759
2472,,2003,0.705
2473,BEL,2003,0.882
2474,BLZ,2003,0.6920000000000001
2475,BEN,2003,0.426
2476,BTN,2003,
2477,BOL,2003,0.621
2478,BIH,2003,0.688
2479,,2003,0.575
2480,BRA,2003,0.695
2481,BRN,2003,0.828
2482,BGR,2003,0.738
2483,BFA,2003,0.303
2484,,2003,0.316
2485,,2003,0.589
2486,KHM,2003,0.466
2487,CMR,2003,0.45799999999999996
2488,CAN,2003,0.882
2489,CAF,2003,0.311
2490,,2003,0.309
2491,,2003,0.774
2492,CHN,2003,0.623
2493,COL,2003,0.657
2494,COM,2003,
2495,COG,2003,0.498
2496,COG,2003,0.349
2497,CRI,2003,0.721
2498,HRV,2003,0.7709999999999999
2499,CUB,2003,0.7040000000000001
2500,,2003,0.8240000000000001
2501,,2003,0.8220000000000001
2502,CIV,2003,0.402
2503,,2003,0.894
2504,DJI,2003,0.38799999999999996
2505,DMA,2003,0.7020000000000001
2506,DOM,2003,0.6659999999999999
2507,,2003,0.682
2508,,2003,0.622
2509,SLV,2003,0.635
2510,GIN,2003,0.539
2511,,2003,
2512,,2003,0.8059999999999999
2513,,2003,0.45399999999999996
2514,,2003,0.31
2515,FJI,2003,0.691
2516,,2003,0.87
2517,FRA,2003,0.857
2518,GAB,2003,0.6409999999999999
2519,GMB,2003,0.40299999999999997
2520,GEO,2003,0.693
2521,DEU,2003,0.889
2522,GHA,2003,0.49
2523,GRC,2003,0.825
2524,GRD,2003,0.711
2525,GTM,2003,0.564
2526,GIN,2003,0.336
2527,GIN,2003,
2528,GUY,2003,0.605
2529,HTI,2003,0.449
2530,HND,2003,0.568
2531,HKG,2003,0.851
2532,,2003,0.792
2533,,2003,0.8809999999999999
2534,IND,2003,0.517
2535,IDN,2003,0.624
2536,,2003,0.6890000000000001
2537,,2003,0.603
2538,,2003,0.88
2539,ISR,2003,0.865
2540,ITA,2003,0.847
2541,JAM,2003,0.6729999999999999
2542,JPN,2003,0.865
2543,,2003,0.7190000000000001
2544,,2003,0.725
2545,KEN,2003,0.46799999999999997
2546,KIR,2003,0.57
2547,,2003,0.8390000000000001
2548,,2003,0.7909999999999999
2549,,2003,0.611
2550,LAO,2003,0.489
2551,,2003,0.774
2552,LBN,2003,
2553,,2003,0.46
2554,LBR,2003,0.335
2555,,2003,0.743
2556,,2003,0.878
2557,,2003,0.7909999999999999
2558,,2003,0.8640000000000001
2559,MDG,2003,0.466
2560,,2003,0.374
2561,MYS,2003,0.731
2562,MDV,2003,0.63
2563,,2003,0.34299999999999997
2564,MLT,2003,0.8
2565,MHL,2003,
2566,,2003,0.451
2567,MUS,2003,0.695
2568,MEX,2003,0.7170000000000001
2569,,2003,0.57
2570,,2003,0.63
2571,,2003,0.622
2572,MNE,2003,0.741
2573,,2003,0.563
2574,MOZ,2003,0.33299999999999996
2575,MMR,2003,0.45899999999999996
2576,,2003,0.556
2577,NPL,2003,0.462
2578,NLD,2003,0.883
2579,NZL,2003,0.884
2580,NIC,2003,0.5870000000000001
2581,,2003,0.266
2582,NGA,2003,0.44299999999999995
2583,,2003,0.924
2584,,2003,0.736
2585,PAK,2003,0.473
2586,,2003,0.754
2587,,2003,
2588,PAN,2003,0.73
2589,GIN,2003,0.469
2590,PRY,2003,0.64
2591,PER,2003,0.6859999999999999
2592,PHL,2003,0.637
2593,,2003,0.804
2594,,2003,0.7959999999999999
2595,,2003,0.823
2596,ROU,2003,0.7340000000000001
2597,RUS,2003,0.74
2598,,2003,0.374
2599,KNA,2003,
2600,LCA,2003,0.6920000000000001
2601,VCT,2003,0.6890000000000001
2602,WSM,2003,0.6629999999999999
2603,,2003,0.505
2604,SAU,2003,0.7559999999999999
2605,SEN,2003,0.40700000000000003
2606,SRB,2003,0.726
2607,SYC,2003,0.7170000000000001
2608,SLE,2003,0.325
2609,SGP,2003,0.838
2610,SVK,2003,0.777
2611,SVN,2003,0.85
2612,SLB,2003,0.469
2613,ZAF,2003,0.615
2614,SDN,2003,
2615,ESP,2003,0.833
2616,LKA,2003,0.705
2617,SDN,2003,0.42
2618,SUR,2003,
2619,,2003,0.9079999999999999
2620,CHE,2003,0.8959999999999999
2621,,2003,0.61
2622,,2003,0.578
2623,,2003,0.423
2624,THA,2003,0.674
2625,,2003,0.6859999999999999
2626,TLS,2003,0.525
2627,,2003,0.431
2628,TON,2003,0.6920000000000001
2629,TTO,2003,0.737
2630,,2003,0.6729999999999999
2631,TUR,2003,0.679
2632,,2003,
2633,UGA,2003,0.43
2634,,2003,0.6990000000000001
2635,,2003,0.813
2636,,2003,0.878
2637,,2003,0.893
2638,URY,2003,0.75
2639,,2003,0.614
2640,VUT,2003,
2641,VEN,2003,0.687
2642,VNM,2003,0.603
2643,YEM,2003,0.46299999999999997
2644,ZMB,2003,0.46
2645,ZWE,2003,0.428
2646,AFG,2004,0.39799999999999996
2647,ALB,2004,0.6940000000000001
2648,DZA,2004,0.684
2649,,2004,0.826
2650,AGO,2004,0.442
2651,ATG,2004,
2652,ARG,2004,0.78
2653,,2004,0.68
2654,AUS,2004,0.907
2655,AUT,2004,0.8490000000000001
2656,,2004,0.674
2657,BHS,2004,0.784
2658,,2004,0.792
2659,BGD,2004,0.49700000000000005
2660,BRB,2004,0.762
2661,,2004,0.715
2662,BEL,2004,0.885
2663,BLZ,2004,0.696
2664,BEN,2004,0.434
2665,BTN,2004,
2666,BOL,2004,0.622
2667,BIH,2004,0.6940000000000001
2668,,2004,0.584
2669,BRA,2004,0.698
2670,BRN,2004,0.8340000000000001
2671,BGR,2004,0.745
2672,BFA,2004,0.312
2673,,2004,0.324
2674,,2004,0.5920000000000001
2675,KHM,2004,0.478
2676,CMR,2004,0.46399999999999997
2677,CAN,2004,0.887
2678,CAF,2004,0.315
2679,,2004,0.32299999999999995
2680,,2004,0.7829999999999999
2681,CHN,2004,0.635
2682,COL,2004,0.6709999999999999
2683,COM,2004,0.449
2684,COG,2004,0.501
2685,COG,2004,0.35700000000000004
2686,CRI,2004,0.725
2687,HRV,2004,0.778
2688,CUB,2004,0.718
2689,,2004,0.828
2690,,2004,0.825
2691,CIV,2004,0.40700000000000003
2692,,2004,0.898
2693,DJI,2004,0.396
2694,DMA,2004,0.7040000000000001
2695,DOM,2004,0.6679999999999999
2696,,2004,0.688
2697,,2004,0.628
2698,SLV,2004,0.643
2699,GIN,2004,0.53
2700,,2004,
2701,,2004,0.8140000000000001
2702,,2004,0.465
2703,,2004,0.325
2704,FJI,2004,0.6990000000000001
2705,,2004,0.8909999999999999
2706,FRA,2004,0.86
2707,GAB,2004,0.6409999999999999
2708,GMB,2004,0.41200000000000003
2709,GEO,2004,0.701
2710,DEU,2004,0.897
2711,GHA,2004,0.498
2712,GRC,2004,0.835
2713,GRD,2004,0.713
2714,GTM,2004,0.5670000000000001
2715,GIN,2004,0.361
2716,GIN,2004,
2717,GUY,2004,0.611
2718,HTI,2004,0.45
2719,HND,2004,0.574
2720,HKG,2004,0.862
2721,,2004,0.795
2722,,2004,0.885
2723,IND,2004,0.526
2724,IDN,2004,0.629
2725,,2004,0.691
2726,,2004,0.628
2727,,2004,0.89
2728,ISR,2004,0.868
2729,ITA,2004,0.852
2730,JAM,2004,0.691
2731,JPN,2004,0.8690000000000001
2732,,2004,0.726
2733,,2004,0.737
2734,KEN,2004,0.48
2735,KIR,2004,0.568
2736,,2004,0.847
2737,,2004,0.789
2738,,2004,0.615
2739,LAO,2004,0.49700000000000005
2740,,2004,0.7879999999999999
2741,LBN,2004,
2742,,2004,0.46
2743,LBR,2004,0.373
2744,,2004,0.743
2745,,2004,0.883
2746,,2004,0.7979999999999999
2747,,2004,0.872
2748,MDG,2004,0.47200000000000003
2749,,2004,0.375
2750,MYS,2004,0.7340000000000001
2751,MDV,2004,0.635
2752,,2004,0.35200000000000004
2753,MLT,2004,0.809
2754,MHL,2004,
2755,,2004,0.461
2756,MUS,2004,0.7040000000000001
2757,MEX,2004,0.7240000000000001
2758,,2004,0.575
2759,,2004,0.64
2760,,2004,0.637
2761,MNE,2004,0.748
2762,,2004,0.5720000000000001
2763,MOZ,2004,0.34299999999999997
2764,MMR,2004,0.46799999999999997
2765,,2004,0.557
2766,NPL,2004,0.469
2767,NLD,2004,0.8859999999999999
2768,NZL,2004,0.8859999999999999
2769,NIC,2004,0.5920000000000001
2770,,2004,0.27399999999999997
2771,NGA,2004,0.462
2772,,2004,0.934
2773,,2004,0.742
2774,PAK,2004,0.48700000000000004
2775,,2004,0.758
2776,,2004,0.65
2777,PAN,2004,0.735
2778,GIN,2004,0.47200000000000003
2779,PRY,2004,0.6459999999999999
2780,PER,2004,0.693
2781,PHL,2004,0.647
2782,,2004,0.802
2783,,2004,0.797
2784,,2004,0.826
2785,ROU,2004,0.746
2786,RUS,2004,0.746
2787,,2004,0.391
2788,KNA,2004,
2789,LCA,2004,0.695
2790,VCT,2004,0.6920000000000001
2791,WSM,2004,0.669
2792,,2004,0.51
2793,SAU,2004,0.765
2794,SEN,2004,0.415
2795,SRB,2004,0.7340000000000001
2796,SYC,2004,0.715
2797,SLE,2004,0.33399999999999996
2798,SGP,2004,0.845
2799,SVK,2004,0.785
2800,SVN,2004,0.857
2801,SLB,2004,0.47700000000000004
2802,ZAF,2004,0.613
2803,SDN,2004,
2804,ESP,2004,0.8370000000000001
2805,LKA,2004,0.711
2806,SDN,2004,0.429
2807,SUR,2004,0.6709999999999999
2808,,2004,0.8959999999999999
2809,CHE,2004,0.9009999999999999
2810,,2004,0.623
2811,,2004,0.5870000000000001
2812,,2004,0.434
2813,THA,2004,0.6829999999999999
2814,,2004,0.693
2815,TLS,2004,0.519
2816,,2004,0.434
2817,TON,2004,0.693
2818,TTO,2004,0.746
2819,,2004,0.682
2820,TUR,2004,0.685
2821,,2004,
2822,UGA,2004,0.43
2823,,2004,0.706
2824,,2004,0.818
2825,,2004,0.8859999999999999
2826,,2004,0.895
2827,URY,2004,0.754
2828,,2004,0.621
2829,VUT,2004,
2830,VEN,2004,0.7
2831,VNM,2004,0.612
2832,YEM,2004,0.469
2833,ZMB,2004,0.469
2834,ZWE,2004,0.428
2835,AFG,2005,0.408
2836,ALB,2005,0.7040000000000001
2837,DZA,2005,0.6920000000000001
2838,,2005,0.8190000000000001
2839,AGO,2005,0.455
2840,ATG,2005,0.7659999999999999
2841,ARG,2005,0.782
2842,,2005,0.693
2843,AUS,2005,0.9079999999999999
2844,AUT,2005,0.855
2845,,2005,0.679
2846,BHS,2005,0.7859999999999999
2847,,2005,0.7909999999999999
2848,BGD,2005,0.505
2849,BRB,2005,0.767
2850,,2005,0.725
2851,BEL,2005,0.889
2852,BLZ,2005,0.693
2853,BEN,2005,0.44
2854,BTN,2005,0.51
2855,BOL,2005,0.624
2856,BIH,2005,0.7
2857,,2005,0.596
2858,BRA,2005,0.7
2859,BRN,2005,0.838
2860,BGR,2005,0.75
2861,BFA,2005,0.324
2862,,2005,0.33
2863,,2005,0.598
2864,KHM,2005,0.49
2865,CMR,2005,0.466
2866,CAN,2005,0.892
2867,CAF,2005,0.319
2868,,2005,0.33
2869,,2005,0.7879999999999999
2870,CHN,2005,0.647
2871,COL,2005,0.6829999999999999
2872,COM,2005,0.455
2873,COG,2005,0.5
2874,COG,2005,0.364
2875,CRI,2005,0.728
2876,HRV,2005,0.7829999999999999
2877,CUB,2005,0.731
2878,,2005,0.831
2879,,2005,0.835
2880,CIV,2005,0.413
2881,,2005,0.903
2882,DJI,2005,0.405
2883,DMA,2005,0.705
2884,DOM,2005,0.675
2885,,2005,0.693
2886,,2005,0.634
2887,SLV,2005,0.6509999999999999
2888,GIN,2005,0.5670000000000001
2889,,2005,0.408
2890,,2005,0.825
2891,,2005,0.48
2892,,2005,0.34600000000000003
2893,FJI,2005,0.695
2894,,2005,0.895
2895,FRA,2005,0.8690000000000001
2896,GAB,2005,0.647
2897,GMB,2005,0.41600000000000004
2898,GEO,2005,0.7120000000000001
2899,DEU,2005,0.903
2900,GHA,2005,0.509
2901,GRC,2005,0.845
2902,GRD,2005,0.727
2903,GTM,2005,0.5710000000000001
2904,GIN,2005,0.371
2905,GIN,2005,0.396
2906,GUY,2005,0.614
2907,HTI,2005,0.45299999999999996
2908,HND,2005,0.58
2909,HKG,2005,0.871
2910,,2005,0.804
2911,,2005,0.889
2912,IND,2005,0.535
2913,IDN,2005,0.632
2914,,2005,0.695
2915,,2005,0.631
2916,,2005,0.8959999999999999
2917,ISR,2005,0.872
2918,ITA,2005,0.857
2919,JAM,2005,0.695
2920,JPN,2005,0.873
2921,,2005,0.7290000000000001
2922,,2005,0.747
2923,KEN,2005,0.49
2924,KIR,2005,0.585
2925,,2005,0.855
2926,,2005,0.7829999999999999
2927,,2005,0.616
2928,LAO,2005,0.506
2929,,2005,0.802
2930,LBN,2005,0.732
2931,,2005,0.461
2932,LBR,2005,0.37799999999999995
2933,,2005,0.747
2934,,2005,0.8859999999999999
2935,,2005,0.809
2936,,2005,0.878
2937,MDG,2005,0.479
2938,,2005,0.38
2939,MYS,2005,0.731
2940,MDV,2005,0.631
2941,,2005,0.363
2942,MLT,2005,0.8240000000000001
2943,MHL,2005,
2944,,2005,0.466
2945,MUS,2005,0.713
2946,MEX,2005,0.728
2947,,2005,0.5820000000000001
2948,,2005,0.648
2949,,2005,0.65
2950,MNE,2005,0.753
2951,,2005,0.58
2952,MOZ,2005,0.35700000000000004
2953,MMR,2005,0.47700000000000004
2954,,2005,0.556
2955,NPL,2005,0.475
2956,NLD,2005,0.8909999999999999
2957,NZL,2005,0.888
2958,NIC,2005,0.596
2959,,2005,0.28300000000000003
2960,NGA,2005,0.465
2961,,2005,0.932
2962,,2005,0.748
2963,PAK,2005,0.5
2964,,2005,0.76
2965,,2005,0.657
2966,PAN,2005,0.7390000000000001
2967,GIN,2005,0.479
2968,PRY,2005,0.649
2969,PER,2005,0.698
2970,PHL,2005,0.65
2971,,2005,0.8079999999999999
2972,,2005,0.8
2973,,2005,0.831
2974,ROU,2005,0.755
2975,RUS,2005,0.752
2976,,2005,0.408
2977,KNA,2005,0.727
2978,LCA,2005,0.7
2979,VCT,2005,0.6970000000000001
2980,WSM,2005,0.6729999999999999
2981,,2005,0.517
2982,SAU,2005,0.77
2983,SEN,2005,0.42200000000000004
2984,SRB,2005,0.742
2985,SYC,2005,0.73
2986,SLE,2005,0.342
2987,SGP,2005,0.868
2988,SVK,2005,0.794
2989,SVN,2005,0.861
2990,SLB,2005,0.48700000000000004
2991,ZAF,2005,0.614
2992,SDN,2005,
2993,ESP,2005,0.8440000000000001
2994,LKA,2005,0.718
2995,SDN,2005,0.436
2996,SUR,2005,0.6759999999999999
2997,,2005,0.899
2998,CHE,2005,0.905
2999,,2005,0.635
3000,,2005,0.593
3001,,2005,0.44799999999999995
3002,THA,2005,0.693
3003,,2005,0.7020000000000001
3004,TLS,2005,0.496
3005,,2005,0.436
3006,TON,2005,0.693
3007,TTO,2005,0.752
3008,,2005,0.6890000000000001
3009,TUR,2005,0.69
3010,,2005,
3011,UGA,2005,0.43700000000000006
3012,,2005,0.715
3013,,2005,0.825
3014,,2005,0.8909999999999999
3015,,2005,0.898
3016,URY,2005,0.7559999999999999
3017,,2005,0.628
3018,VUT,2005,0.5720000000000001
3019,VEN,2005,0.7140000000000001
3020,VNM,2005,0.616
3021,YEM,2005,0.474
3022,ZMB,2005,0.48
3023,ZWE,2005,0.43
3024,AFG,2006,0.41700000000000004
3025,ALB,2006,0.711
3026,DZA,2006,0.698
3027,,2006,0.8290000000000001
3028,AGO,2006,0.47100000000000003
3029,ATG,2006,0.772
3030,ARG,2006,0.787
3031,,2006,0.706
3032,AUS,2006,0.9109999999999999
3033,AUT,2006,0.861
3034,,2006,0.7040000000000001
3035,BHS,2006,0.7879999999999999
3036,,2006,0.7929999999999999
3037,BGD,2006,0.513
3038,BRB,2006,0.772
3039,,2006,0.741
3040,BEL,2006,0.8959999999999999
3041,BLZ,2006,0.7
3042,BEN,2006,0.447
3043,BTN,2006,0.521
3044,BOL,2006,0.63
3045,BIH,2006,0.706
3046,,2006,0.611
3047,BRA,2006,0.7020000000000001
3048,BRN,2006,0.84
3049,BGR,2006,0.7559999999999999
3050,BFA,2006,0.33299999999999996
3051,,2006,0.35
3052,,2006,0.613
3053,KHM,2006,0.502
3054,CMR,2006,0.47200000000000003
3055,CAN,2006,0.895
3056,CAF,2006,0.325
3057,,2006,0.332
3058,,2006,0.7879999999999999
3059,CHN,2006,0.6609999999999999
3060,COL,2006,0.691
3061,COM,2006,0.461
3062,COG,2006,0.503
3063,COG,2006,0.37200000000000005
3064,CRI,2006,0.7340000000000001
3065,HRV,2006,0.7929999999999999
3066,CUB,2006,0.753
3067,,2006,0.8370000000000001
3068,,2006,0.843
3069,CIV,2006,0.418
3070,,2006,0.905
3071,DJI,2006,0.41600000000000004
3072,DMA,2006,0.711
3073,DOM,2006,0.682
3074,,2006,0.696
3075,,2006,0.642
3076,SLV,2006,0.659
3077,GIN,2006,0.578
3078,,2006,0.409
3079,,2006,0.8320000000000001
3080,,2006,0.496
3081,,2006,0.36200000000000004
3082,FJI,2006,0.698
3083,,2006,0.899
3084,FRA,2006,0.8740000000000001
3085,GAB,2006,0.647
3086,GMB,2006,0.42100000000000004
3087,GEO,2006,0.718
3088,DEU,2006,0.9109999999999999
3089,GHA,2006,0.519
3090,GRC,2006,0.851
3091,GRD,2006,0.7290000000000001
3092,GTM,2006,0.579
3093,GIN,2006,0.38
3094,GIN,2006,0.40399999999999997
3095,GUY,2006,0.614
3096,HTI,2006,0.45799999999999996
3097,HND,2006,0.586
3098,HKG,2006,0.883
3099,,2006,0.8109999999999999
3100,,2006,0.8909999999999999
3101,IND,2006,0.545
3102,IDN,2006,0.6409999999999999
3103,,2006,0.731
3104,,2006,0.636
3105,,2006,0.902
3106,ISR,2006,0.872
3107,ITA,2006,0.862
3108,JAM,2006,0.7
3109,JPN,2006,0.877
3110,,2006,0.732
3111,,2006,0.754
3112,KEN,2006,0.505
3113,KIR,2006,0.58
3114,,2006,0.862
3115,,2006,0.7879999999999999
3116,,2006,0.621
3117,LAO,2006,0.512
3118,,2006,0.809
3119,LBN,2006,0.731
3120,,2006,0.466
3121,LBR,2006,0.38299999999999995
3122,,2006,0.7509999999999999
3123,,2006,0.89
3124,,2006,0.8170000000000001
3125,,2006,0.8809999999999999
3126,MDG,2006,0.484
3127,,2006,0.389
3128,MYS,2006,0.737
3129,MDV,2006,0.643
3130,,2006,0.37200000000000005
3131,MLT,2006,0.8220000000000001
3132,MHL,2006,
3133,,2006,0.475
3134,MUS,2006,0.72
3135,MEX,2006,0.736
3136,,2006,0.5870000000000001
3137,,2006,0.6559999999999999
3138,,2006,0.66
3139,MNE,2006,0.764
3140,,2006,0.586
3141,MOZ,2006,0.365
3142,MMR,2006,0.48700000000000004
3143,,2006,0.56
3144,NPL,2006,0.486
3145,NLD,2006,0.897
3146,NZL,2006,0.8909999999999999
3147,NIC,2006,0.6
3148,,2006,0.289
3149,NGA,2006,0.475
3150,,2006,0.9359999999999999
3151,,2006,0.752
3152,PAK,2006,0.505
3153,,2006,0.762
3154,,2006,0.6579999999999999
3155,PAN,2006,0.7440000000000001
3156,GIN,2006,0.484
3157,PRY,2006,0.649
3158,PER,2006,0.695
3159,PHL,2006,0.6509999999999999
3160,,2006,0.8140000000000001
3161,,2006,0.8029999999999999
3162,,2006,0.8270000000000001
3163,ROU,2006,0.767
3164,RUS,2006,0.759
3165,,2006,0.429
3166,KNA,2006,0.73
3167,LCA,2006,0.711
3168,VCT,2006,0.7040000000000001
3169,WSM,2006,0.675
